id,member_id,loan_amount,funded_amount,funded_amount_inv,term,int_rate,instalment,grade,sub_grade,employment_length,home_ownership,annual_inc,verification_status,issue_date,loan_status,payment_plan,purpose,dti,delinq_2yrs,earliest_credit_line,inq_last_6mths,open_accounts,total_accounts,out_prncp,out_prncp_inv,total_payment,total_payment_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_payment_date,last_payment_amount,last_credit_pull_date,collections_12_mths_ex_med,policy_code,application_type 
38231367,41015097,35000,35000.0,35000.0,60 months,12.39,785.48,C,C1,9 years,MORTGAGE,92000.0,Verified,2021-01,Current,n,home_improvement,2.49,0,2005-12,0,8,15,29611.55,29611.55,9377.58,9377.58,5388.45,3989.13,0.0,0.0,0.0,2022-01,785.48,2022-01,0.0,1,INDIVIDUAL
38231340,41015067,10000,10000.0,10000.0,36 months,10.49,324.98,B,B3,< 1 year,RENT,50000.0,Verified,2021-01,Current,n,credit_card,6.41,0,1998-09,0,9,20,7008.1,7008.1,3888.1,3888.1,2991.9,896.2,0.0,0.0,0.0,2022-01,324.98,2022-01,0.0,1,INDIVIDUAL
38231337,41015064,6000,6000.0,6000.0,36 months,11.44,197.69,B,B4,10+ years,RENT,100000.0,Verified,2021-01,Late (31-120 days),n,debt_consolidation,24.45,0,2002-04,0,13,25,4533.27,4533.27,1969.27,1969.27,1466.73,502.54,0.0,0.0,0.0,2021-11,197.69,2022-01,0.0,1,INDIVIDUAL
38231298,41015021,18000,18000.0,18000.0,60 months,18.54,462.39,E,E1,3 years,MORTGAGE,244000.0,Verified,2021-01,Current,n,credit_card,9.85,0,2001-06,5,19,41,15340.58,15340.58,5761.6,5761.6,2659.42,3102.18,0.0,0.0,0.0,2022-01,712.39,2022-01,0.0,1,INDIVIDUAL
38231283,41015006,21000,21000.0,21000.0,36 months,12.39,701.42,C,C1,9 years,RENT,70300.0,Verified,2021-01,Current,n,debt_consolidation,18.61,0,2002-04,0,17,45,14843.0,14843.0,8388.13,8388.13,6157.0,2231.13,0.0,0.0,0.0,2022-01,701.42,2022-01,0.0,1,INDIVIDUAL
38231253,41014976,27000,27000.0,27000.0,60 months,11.99,600.47,B,B5,3 years,MORTGAGE,80000.0,Verified,2021-01,Current,n,debt_consolidation,23.27,0,2000-08,0,12,27,22806.15,22806.15,7169.67,7169.67,4193.85,2975.82,0.0,0.0,0.0,2022-01,600.47,2022-01,0.0,1,INDIVIDUAL
38231236,41014959,10750,10750.0,10750.0,36 months,14.99,372.6,C,C5,10+ years,MORTGAGE,53790.0,Verified,2021-01,Current,n,debt_consolidation,22.18,0,1994-06,1,11,19,7685.33,7685.33,4453.3,4453.3,3064.67,1388.63,0.0,0.0,0.0,2022-01,372.6,2022-01,0.0,1,INDIVIDUAL
38231186,41014907,35000,35000.0,35000.0,36 months,10.49,1137.43,B,B3,10+ years,MORTGAGE,122504.0,Verified,2021-01,Current,n,debt_consolidation,1.22,3,1977-11,1,10,23,24528.37,24528.37,13608.37,13608.37,10471.63,3136.74,0.0,0.0,0.0,2022-01,1137.43,2022-01,0.0,1,INDIVIDUAL
38231173,41014889,23200,23200.0,23200.0,36 months,7.49,721.56,A,A4,7 years,OWN,58000.0,Verified,2021-01,Current,n,credit_card,24.62,0,1979-12,0,19,39,16036.35,16036.35,8639.41,8639.41,7163.65,1475.76,0.0,0.0,0.0,2022-01,721.56,2022-01,0.0,1,INDIVIDUAL
38231119,41014831,12000,12000.0,12000.0,36 months,12.99,404.27,C,C2,8 years,MORTGAGE,75000.0,Not Verified,2021-01,Fully Paid,n,debt_consolidation,4.56,0,1998-11,1,9,46,0.0,0.0,12391.65,12391.65,12000.0,391.65,0.0,0.0,0.0,2021-04,11600.43,2021-04,0.0,1,INDIVIDUAL
38222555,41006331,3200,3200.0,3200.0,36 months,7.49,99.53,A,A4,3 years,RENT,40000.0,Not Verified,2021-01,Current,n,credit_card,11.85,0,2002-12,0,13,18,2211.86,2211.86,1191.7,1191.7,988.14,203.56,0.0,0.0,0.0,2022-01,99.53,2022-01,0.0,1,INDIVIDUAL
38222527,41006303,1000,933.9563896748853,1000.0,36 months,16.583875786174637,35.4,D,D3,< 1 year,RENT,40000.0,Not Verified,2021-01,Current,n,moving,12.3,0,2009-08,0,12,14,719.53,719.53,422.97,422.97,280.47,142.5,0.0,0.0,0.0,2022-01,35.4,2022-01,0.0,1,INDIVIDUAL
38222418,41006189,16000,16000.0,16000.0,36 months,12.99,539.03,C,C2,10+ years,MORTGAGE,53000.0,Verified,2021-01,Current,n,debt_consolidation,39.18,0,1988-01,0,14,36,11339.01,11339.01,6445.27,6445.27,4660.99,1784.28,0.0,0.0,0.0,2022-01,539.03,2022-01,0.0,1,INDIVIDUAL
38222417,41006188,8000,8000.0,8000.0,36 months,13.66,272.11,C,C3,4 years,RENT,40019.0,Verified,2021-01,Fully Paid,n,debt_consolidation,22.45,0,2003-11,2,13,33,0.0,0.0,8176.63,8176.63,8000.0,176.63,0.0,0.0,0.0,2021-03,7916.66,2021-07,0.0,1,INDIVIDUAL
38222416,41006187,21600,21600.0,21600.0,60 months,19.99,572.15,E,E3,10+ years,RENT,56000.0,Verified,2021-01,Charged Off,n,debt_consolidation,26.8,0,1999-08,2,24,46,0.0,0.0,3960.07,3960.07,1565.69,2394.38,0.0,0.0,0.0,2021-08,575.15,2022-01,0.0,1,INDIVIDUAL
38222389,41006160,27425,27425.0,27425.0,36 months,23.99,788.81,F,F2,10+ years,MORTGAGE,55000.0,Verified,2021-01,Fully Paid,n,debt_consolidation,10.96,0,1999-11,0,7,15,0.0,0.0,29956.13,29956.13,27425.0,2531.13,0.0,0.0,0.0,2021-05,27662.8,2021-07,0.0,1,INDIVIDUAL
38222368,41006137,35000,35000.0,35000.0,60 months,14.31,820.03,C,C4,10+ years,RENT,100000.0,Verified,2021-01,Current,n,debt_consolidation,24.23,0,1999-11,0,27,42,29838.29,29838.29,9784.71,9784.71,5161.71,4623.0,0.0,0.0,0.0,2022-01,820.03,2022-01,0.0,1,INDIVIDUAL
38222352,41006117,12500,12551.887819606289,12500.0,36 months,7.49,388.78,A,A4,1 year,RENT,65000.0,Not Verified,2021-01,Current,n,credit_card,20.94,0,2005-05,0,8,20,8640.17,8640.17,4654.96,4654.96,3859.83,795.13,0.0,0.0,0.0,2022-01,388.78,2022-01,0.0,1,INDIVIDUAL
38222348,41006113,4200,4200.0,4200.0,36 months,13.66,142.86,C,C3,1 year,OWN,12000.0,Not Verified,2021-01,Current,n,credit_card,35.69,0,2009-07,0,8,10,2985.21,2985.21,1707.95,1707.95,1214.79,493.16,0.0,0.0,0.0,2022-01,142.86,2022-01,0.0,1,INDIVIDUAL
38222256,41006020,8525,8525.0,8525.0,36 months,24.5,336.71,F,F3,7 years,RENT,26000.0,Verified,2021-01,Fully Paid,n,debt_consolidation,20.54,0,2001-08,2,9,19,0.0,0.0,9622.48,9622.48,8525.0,1097.48,0.0,0.0,0.0,2021-07,7962.14,2021-07,0.0,1,INDIVIDUAL
38222226,41005988,19000,19000.0,19000.0,36 months,10.49,408.29,B,B3,10+ years,MORTGAGE,120000.0,Verified,2021-01,Current,n,debt_consolidation,11.04,2,1998-07,1,9,24,15949.73,15949.73,4888.41,4888.41,3050.27,1838.14,0.0,0.0,0.0,2022-01,408.29,2022-01,0.0,1,INDIVIDUAL
38222190,41005952,10000,10000.0,10000.0,36 months,6.03,304.36,A,A1,10+ years,MORTGAGE,198000.0,Verified,2021-01,Current,n,debt_consolidation,23.54,0,1990-02,0,16,46,6864.98,6864.98,3645.62,3645.62,3135.02,510.6,0.0,0.0,0.0,2022-01,304.36,2022-01,0.0,1,INDIVIDUAL
38222178,41005940,5000,5000.0,5000.0,36 months,8.19,157.13,A,A5,7 years,RENT,40000.0,Verified,2021-01,Current,n,debt_consolidation,12.75,0,1986-09,0,13,31,3467.25,3467.25,1881.01,1881.01,1532.75,348.26,0.0,0.0,0.0,2022-01,157.13,2022-01,0.0,1,INDIVIDUAL
38222141,41005902,16000,16000.0,16000.0,36 months,6.49,490.32,A,A2,7 years,RENT,90000.0,Not Verified,2021-01,Fully Paid,n,credit_card,21.44,0,2003-02,0,18,24,0.0,0.0,16786.17,16786.17,16000.0,786.17,0.0,0.0,0.0,2021-11,12384.83,2021-11,0.0,1,INDIVIDUAL
38222128,41005889,30000,30000.0,30000.0,36 months,17.86,1082.47,D,D5,4 years,MORTGAGE,120000.0,Verified,2021-01,Current,n,debt_consolidation,15.52,0,2000-09,1,24,48,21711.59,21711.59,12930.11,12930.11,8288.41,4641.7,0.0,0.0,0.0,2022-01,1082.47,2022-01,0.0,1,INDIVIDUAL
38222080,41005841,12075,12075.0,12075.0,60 months,20.99,326.61,E,E4,6 years,RENT,45000.0,Verified,2021-01,Current,n,debt_consolidation,30.83,0,2002-09,0,14,25,10548.92,10548.92,3905.24,3905.24,1526.08,2379.16,0.0,0.0,0.0,2022-01,326.61,2022-01,0.0,1,INDIVIDUAL
38222057,41005817,30000,30000.0,30000.0,36 months,17.14,1071.68,D,D4,10+ years,MORTGAGE,85000.0,Verified,2021-01,Current,n,debt_consolidation,29.03,0,2002-12,0,18,32,21645.7,21645.7,12803.03,12803.03,8354.3,4448.73,0.0,0.0,0.0,2022-01,1071.68,2022-01,0.0,1,INDIVIDUAL
38222052,41005812,10000,10000.0,10000.0,36 months,10.49,324.98,B,B3,1 year,RENT,65000.0,Verified,2021-01,Current,n,home_improvement,13.6,0,2009-05,1,11,15,7008.1,7008.1,3888.1,3888.1,2991.9,896.2,0.0,0.0,0.0,2022-01,324.98,2022-01,0.0,1,INDIVIDUAL
38222016,41005774,24000,24000.0,24000.0,60 months,13.66,554.22,C,C3,10+ years,MORTGAGE,100000.0,Verified,2021-01,Current,n,credit_card,11.74,0,1997-07,0,8,21,20408.41,20408.41,6614.21,6614.21,3591.59,3022.62,0.0,0.0,0.0,2022-01,554.22,2022-01,0.0,1,INDIVIDUAL
38221902,41005657,5000,5050.670025171061,5000.0,36 months,6.49,153.23,A,A2,7 years,MORTGAGE,90000.0,Verified,2021-01,Current,n,debt_consolidation,19.4,1,2005-01,0,18,23,3439.88,3439.88,1835.15,1835.15,1560.12,275.03,0.0,0.0,0.0,2022-01,153.23,2022-01,0.0,1,INDIVIDUAL
38221899,41005654,10000,10000.0,10000.0,36 months,12.99,336.9,C,C2,10+ years,RENT,85000.0,Verified,2021-01,Current,n,debt_consolidation,15.83,0,2001-03,0,11,16,7086.8,7086.8,4028.37,4028.37,2913.2,1115.17,0.0,0.0,0.0,2022-01,336.9,2022-01,0.0,1,INDIVIDUAL
38221884,41005638,20000,20155.640521435238,20000.0,36 months,9.49,640.57,B,B2,< 1 year,RENT,90000.0,Not Verified,2021-01,Current,n,debt_consolidation,18.43,0,2005-10,0,11,19,13952.61,13952.61,7665.75,7665.75,6047.39,1618.36,0.0,0.0,0.0,2022-01,640.57,2022-01,0.0,1,INDIVIDUAL
38221881,41005635,35000,35000.0,35000.0,36 months,7.49,1088.56,A,A4,10+ years,MORTGAGE,180000.0,Verified,2021-01,Current,n,debt_consolidation,14.27,0,2001-02,0,11,31,24192.78,24192.78,13033.59,13033.59,10807.22,2226.37,0.0,0.0,0.0,2022-01,1088.56,2022-01,0.0,1,INDIVIDUAL
38221841,41005593,1500,1500.0,1500.0,36 months,15.99,52.73,D,D2,10+ years,OWN,30000.0,Verified,2021-01,Current,n,home_improvement,37.22,0,1990-01,1,16,31,1076.98,1076.98,630.1,630.1,423.02,207.08,0.0,0.0,0.0,2022-01,52.73,2022-01,0.0,1,INDIVIDUAL
38221801,41005552,20000,20000.0,20000.0,36 months,11.99,664.2,B,B5,10+ years,MORTGAGE,73000.0,Verified,2021-01,Current,n,debt_consolidation,18.92,0,1995-10,1,13,25,14110.94,14110.94,7943.76,7943.76,5889.06,2054.7,0.0,0.0,0.0,2022-01,664.2,2022-01,0.0,1,INDIVIDUAL
38221718,41005464,12600,12600.0,12600.0,36 months,18.54,458.95,E,E1,8 years,MORTGAGE,35000.0,Verified,2021-01,Current,n,debt_consolidation,31.89,0,2006-10,0,11,26,9144.78,9144.78,5481.44,5481.44,3455.22,2026.22,0.0,0.0,0.0,2022-01,458.95,2022-01,0.0,1,INDIVIDUAL
38221703,41005449,16000,16000.0,15900.0,36 months,6.99,493.97,A,A3,10+ years,MORTGAGE,150000.0,Verified,2021-01,Current,n,debt_consolidation,15.2,5,1991-03,0,16,45,11033.65,10964.69,5915.21,5878.24,4966.35,948.86,0.0,0.0,0.0,2022-01,493.97,2022-01,0.0,1,INDIVIDUAL
38221688,41005433,20000,20000.0,20000.0,60 months,13.66,461.85,C,C3,8 years,MORTGAGE,135000.0,Verified,2021-01,Current,n,debt_consolidation,20.36,0,2004-02,2,17,39,17007.01,17007.01,5511.84,5511.84,2992.99,2518.85,0.0,0.0,0.0,2022-01,461.85,2022-01,0.0,1,INDIVIDUAL
38221486,41005224,18000,18060.703534336586,17925.0,36 months,6.03,547.84,A,A1,1 year,RENT,59800.0,Not Verified,2021-01,Current,n,credit_card,26.02,0,2002-06,0,10,21,12357.06,12305.57,6562.02,6534.68,5642.94,919.08,0.0,0.0,0.0,2022-01,547.84,2022-01,0.0,1,INDIVIDUAL
38221458,41005194,20000,20000.0,20000.0,36 months,16.49,707.99,D,D3,10+ years,RENT,60000.0,Verified,2021-01,Current,n,debt_consolidation,16.98,1,2005-01,0,12,22,14390.7,14390.7,8459.24,8459.24,5609.3,2849.94,0.0,0.0,0.0,2022-01,707.99,2022-01,0.0,1,INDIVIDUAL
38221457,41005193,15225,15225.0,15225.0,60 months,25.83,454.32,G,G2,7 years,MORTGAGE,45000.0,Verified,2021-01,Current,n,small_business,10.06,0,2007-09,1,8,18,13041.94,13041.94,5862.46,5862.46,2183.06,3679.4,0.0,0.0,0.0,2022-01,454.32,2022-01,0.0,1,INDIVIDUAL
38221407,41005138,7000,7000.0,7000.0,36 months,11.99,232.47,B,B5,10+ years,RENT,30000.0,Verified,2021-01,Current,n,debt_consolidation,7.64,0,1975-07,1,6,26,4545.98,4545.98,3167.96,3167.96,2454.02,713.94,0.0,0.0,0.0,2022-01,350.0,2022-01,0.0,1,INDIVIDUAL
38221380,41005110,12000,12000.0,12000.0,36 months,14.31,411.95,C,C4,3 years,MORTGAGE,120000.0,Not Verified,2021-01,Current,n,debt_consolidation,19.23,0,2007-08,1,19,28,8553.56,8553.56,4924.32,4924.32,3446.44,1477.88,0.0,0.0,0.0,2022-01,411.95,2022-01,0.0,1,INDIVIDUAL
38221351,41005079,6000,6043.052608849593,6000.0,36 months,14.428644028967827,205.98,C,C4,1 year,RENT,50000.0,Verified,2021-01,Current,n,medical,19.08,0,2000-09,1,13,27,4276.72,4276.72,2462.22,2462.22,1723.28,738.94,0.0,0.0,0.0,2022-01,205.98,2022-01,0.0,1,INDIVIDUAL
38221279,41005004,14400,14569.847598854465,14400.0,36 months,15.99,506.2,D,D2,< 1 year,MORTGAGE,52000.0,Not Verified,2021-01,Charged Off,n,debt_consolidation,31.2,0,1993-12,0,6,37,0.0,0.0,1493.02,1493.02,955.58,537.44,0.0,0.0,0.0,2021-04,506.2,2022-01,0.0,1,INDIVIDUAL
38221203,41004920,12000,12000.0,12000.0,36 months,11.44,395.37,B,B4,10+ years,MORTGAGE,106440.0,Verified,2021-01,Fully Paid,n,debt_consolidation,14.89,0,1991-07,1,10,29,0.0,0.0,12975.32,12975.32,12000.0,975.32,0.0,0.0,0.0,2021-10,9827.61,2021-10,0.0,1,INDIVIDUAL
38221150,41004866,13500,13678.743682438175,13500.0,36 months,13.66,459.18,C,C3,4 years,MORTGAGE,93000.0,Not Verified,2021-01,Current,n,debt_consolidation,8.0,0,1995-03,3,18,46,9595.48,9595.48,5489.67,5489.67,3904.52,1585.15,0.0,0.0,0.0,2022-01,459.18,2022-01,0.0,1,INDIVIDUAL
38221118,41004830,21000,21000.0,21000.0,36 months,7.49,653.14,A,A4,10+ years,MORTGAGE,118000.0,Verified,2021-01,Current,n,credit_card,14.19,0,1998-04,0,10,24,14515.62,14515.62,7820.2,7820.2,6484.38,1335.82,0.0,0.0,0.0,2022-01,653.14,2022-01,0.0,1,INDIVIDUAL
38212862,40996646,20000,20000.0,20000.0,60 months,15.99,486.26,D,D2,10+ years,MORTGAGE,120000.0,Verified,2021-01,Current,n,debt_consolidation,9.4,1,1983-03,1,18,36,17160.76,17160.76,5799.59,5799.59,2839.24,2960.35,0.0,0.0,0.0,2022-01,486.26,2022-01,0.0,1,INDIVIDUAL
38212800,40996581,30000,30000.0,29975.0,60 months,17.86,759.52,D,D5,10+ years,MORTGAGE,65000.0,Verified,2021-01,Current,n,debt_consolidation,37.92,0,2000-03,0,26,49,25920.5,25898.9,9054.71,9047.16,4079.5,4975.21,0.0,0.0,0.0,2022-01,759.52,2022-01,0.0,1,INDIVIDUAL
38212789,40996570,6000,6038.133820330516,6000.0,36 months,14.44116002515955,205.98,C,C4,6 years,RENT,37065.0,Verified,2021-01,Current,n,debt_consolidation,17.1,0,2008-10,1,4,4,4276.72,4276.72,2479.99,2479.99,1723.28,756.71,0.0,0.0,0.0,2022-01,205.98,2022-01,0.0,1,INDIVIDUAL
38212753,40996534,10500,10500.0,10500.0,60 months,19.99,278.13,E,E3,3 years,OWN,30000.0,Verified,2021-01,Late (16-30 days),n,credit_card,23.59,0,2007-03,0,8,9,9267.15,9267.15,3066.11,3066.11,1232.85,1803.26,30.0,0.0,0.0,2021-12,586.26,2022-01,0.0,1,INDIVIDUAL
38212736,40996516,8400,8400.0,8400.0,36 months,11.99,278.97,B,B5,10+ years,MORTGAGE,80000.0,Verified,2021-01,Current,n,debt_consolidation,16.28,0,1998-07,0,9,20,5926.52,5926.52,3336.45,3336.45,2473.48,862.97,0.0,0.0,0.0,2022-01,278.97,2022-01,0.0,1,INDIVIDUAL
38212731,40996510,3600,3600.0,3600.0,36 months,16.49,127.44,D,D3,2 years,RENT,35630.0,Verified,2021-01,Current,n,debt_consolidation,37.22,1,2007-07,1,32,39,2590.31,2590.31,1538.64,1538.64,1009.69,528.95,0.0,0.0,0.0,2022-01,143.4,2022-01,0.0,1,INDIVIDUAL
38212730,40996509,3600,3600.0,3600.0,36 months,11.99,119.56,B,B5,10+ years,MORTGAGE,72000.0,Not Verified,2021-01,Current,n,medical,18.82,0,2000-10,0,13,27,2539.92,2539.92,1429.92,1429.92,1060.08,369.84,0.0,0.0,0.0,2022-01,119.56,2022-01,0.0,1,INDIVIDUAL
38212716,40996493,14400,14400.0,14400.0,36 months,15.99,506.2,D,D2,5 years,MORTGAGE,51000.0,Verified,2021-01,Fully Paid,n,debt_consolidation,25.29,0,1994-09,2,22,33,0.0,0.0,15348.17,15348.17,14400.0,948.17,0.0,0.0,0.0,2021-06,13348.95,2021-06,0.0,1,INDIVIDUAL
38212703,40996480,8900,8900.0,8900.0,36 months,17.14,317.93,D,D4,10+ years,RENT,45000.0,Verified,2021-01,Current,n,debt_consolidation,28.37,0,2002-11,0,13,25,6644.6,6644.6,3488.76,3488.76,2255.4,1233.36,0.0,0.0,0.0,2022-01,317.93,2022-01,0.0,1,INDIVIDUAL
38212694,40996471,23875,23875.0,23875.0,36 months,14.99,827.52,C,C5,1 year,MORTGAGE,85000.0,Verified,2021-01,Fully Paid,n,debt_consolidation,10.4,0,2000-10,1,10,36,0.0,0.0,27037.59,27037.59,23875.0,3162.59,0.0,0.0,0.0,2022-01,17954.75,2022-01,0.0,1,INDIVIDUAL
38212658,40996433,10000,10000.0,10000.0,60 months,17.14,249.28,D,D4,10+ years,MORTGAGE,99696.0,Verified,2021-01,Fully Paid,n,home_improvement,16.07,0,2003-04,2,10,36,0.0,0.0,11397.29,11397.29,10000.0,1397.29,0.0,0.0,0.0,2021-11,9172.81,2021-11,0.0,1,INDIVIDUAL
38212651,40996426,28000,28000.0,28000.0,36 months,7.49,870.85,A,A4,10+ years,MORTGAGE,92000.0,Verified,2021-01,Current,n,debt_consolidation,21.46,0,1998-12,0,17,28,19354.2,19354.2,10426.9,10426.9,8645.8,1781.1,0.0,0.0,0.0,2022-01,870.85,2022-01,0.0,1,INDIVIDUAL
38212576,40996350,20000,20000.0,19950.0,60 months,8.67,411.98,B,B1,9 years,MORTGAGE,80000.0,Verified,2021-01,Current,n,debt_consolidation,20.19,0,1998-12,1,21,44,16659.57,16617.92,4924.49,4912.18,3340.43,1584.06,0.0,0.0,0.0,2022-01,411.98,2022-01,0.0,1,INDIVIDUAL
38212572,40996346,14400,14400.0,14400.0,60 months,17.14,358.97,D,D4,8 years,MORTGAGE,71000.0,Verified,2021-01,Current,n,debt_consolidation,19.27,0,2001-06,0,22,41,12408.91,12408.91,4280.22,4280.22,1991.09,2289.13,0.0,0.0,0.0,2022-01,358.97,2022-01,0.0,1,INDIVIDUAL
38212507,40996278,21000,21000.0,21000.0,36 months,8.19,659.91,A,A5,9 years,RENT,95000.0,Verified,2021-01,Fully Paid,n,credit_card,25.53,0,1999-10,0,16,40,0.0,0.0,22376.73,22376.73,21000.0,1376.73,0.0,0.0,0.0,2021-12,15796.74,2022-01,0.0,1,INDIVIDUAL
38212490,40996261,15000,15000.0,15000.0,36 months,14.99,519.91,C,C5,6 years,RENT,145000.0,Verified,2021-01,Fully Paid,n,debt_consolidation,15.1,0,2000-08,0,18,55,0.0,0.0,16223.78,16223.78,15000.0,1223.78,0.0,0.0,0.0,2021-08,13129.3,2022-01,0.0,1,INDIVIDUAL
38212473,40996244,8400,8400.0,8400.0,36 months,7.49,261.26,A,A4,9 years,RENT,44000.0,Verified,2021-01,Current,n,debt_consolidation,21.66,0,2003-01,0,13,22,5806.2,5806.2,3131.62,3131.62,2593.8,537.82,0.0,0.0,0.0,2022-01,261.26,2022-01,0.0,1,INDIVIDUAL
38212374,40996143,8000,8000.0,8000.0,36 months,6.49,245.16,A,A2,8 years,MORTGAGE,60000.0,Verified,2021-01,Current,n,debt_consolidation,16.56,0,1989-10,1,7,21,5503.9,5503.9,2936.15,2936.15,2496.1,440.05,0.0,0.0,0.0,2022-01,245.16,2022-01,0.0,1,INDIVIDUAL
38212355,40996123,25000,25000.0,25000.0,36 months,11.99,830.24,B,B5,5 years,RENT,65000.0,Verified,2021-01,Current,n,debt_consolidation,25.54,1,2000-02,0,8,15,17638.8,17638.8,9929.57,9929.57,7361.2,2568.37,0.0,0.0,0.0,2022-01,830.24,2022-01,0.0,1,INDIVIDUAL
38212353,40996121,20950,20950.0,20950.0,60 months,19.601575670972597,546.23,E,E2,7 years,MORTGAGE,115000.0,Verified,2021-01,Current,n,debt_consolidation,39.09,0,1992-10,2,21,40,18191.11,18191.11,6509.97,6509.97,2758.89,3751.08,0.0,0.0,0.0,2022-01,546.23,2022-01,0.0,1,INDIVIDUAL
38212313,40996080,16000,16000.0,16000.0,36 months,16.49,566.4,D,D3,< 1 year,RENT,70000.0,Verified,2021-01,Charged Off,n,debt_consolidation,26.47,0,2001-10,5,14,33,0.0,0.0,3365.12,3365.12,346.53,190.55,0.0,2828.04,509.0472,2021-02,566.4,2021-07,0.0,1,INDIVIDUAL
38212310,40996077,6500,6500.0,6500.0,36 months,7.49,202.17,A,A4,4 years,RENT,34000.0,Verified,2021-01,Fully Paid,n,debt_consolidation,24.6,0,2007-08,0,12,17,0.0,0.0,6835.39,6835.39,6500.0,335.39,0.0,0.0,0.0,2021-10,5223.44,2021-10,0.0,1,INDIVIDUAL
38212281,40996048,12600,12600.0,12600.0,36 months,17.175861228709415,446.04,D,D3,10+ years,OWN,35000.0,Verified,2021-01,Current,n,debt_consolidation,22.38,1,1992-10,1,11,18,9066.06,9066.06,5329.39,5329.39,3533.94,1795.45,0.0,0.0,0.0,2022-01,446.04,2022-01,0.0,1,INDIVIDUAL
38212245,40996011,6000,6038.75196302706,6000.0,36 months,11.99,199.26,B,B5,< 1 year,RENT,29000.0,Verified,2021-01,Current,n,debt_consolidation,5.09,0,2008-08,1,4,6,4233.28,4233.28,2383.13,2383.13,1766.72,616.41,0.0,0.0,0.0,2022-01,199.26,2022-01,0.0,1,INDIVIDUAL
38212217,40995982,17000,17000.0,17000.0,36 months,13.66,578.22,C,C3,10+ years,MORTGAGE,100000.0,Verified,2021-01,Current,n,debt_consolidation,15.77,0,2004-08,2,12,26,12083.28,12083.28,6912.84,6912.84,4916.72,1996.12,0.0,0.0,0.0,2022-01,578.22,2022-01,0.0,1,INDIVIDUAL
38212117,40995877,5600,5600.0,5600.0,36 months,12.39,187.05,C,C1,6 years,RENT,81000.0,Verified,2021-01,Current,n,debt_consolidation,9.44,0,2008-06,0,11,14,3958.07,3958.07,2236.89,2236.89,1641.93,594.96,0.0,0.0,0.0,2022-01,187.05,2022-01,0.0,1,INDIVIDUAL
38212112,40995872,16000,16000.0,16000.0,36 months,14.99,554.57,C,C5,2 years,RENT,84934.0,Verified,2021-01,Fully Paid,n,credit_card,13.55,0,2003-01,2,21,58,0.0,0.0,16303.81,16303.81,16000.0,303.81,0.0,0.0,0.0,2021-02,16317.13,2021-12,0.0,1,INDIVIDUAL
38212061,40995820,6000,6000.0,6000.0,36 months,6.49,183.87,A,A2,10+ years,OWN,90000.0,Not Verified,2021-01,Current,n,debt_consolidation,22.86,0,1978-08,0,21,26,4127.92,4127.92,2202.11,2202.11,1872.08,330.03,0.0,0.0,0.0,2022-01,183.87,2022-01,0.0,1,INDIVIDUAL
38212022,40995781,3500,3500.0,3500.0,36 months,13.66,119.05,C,C3,10+ years,MORTGAGE,75000.0,Verified,2021-01,Current,n,debt_consolidation,27.41,0,1999-11,0,21,41,2487.67,2487.67,1423.29,1423.29,1012.33,410.96,0.0,0.0,0.0,2022-01,119.05,2022-01,0.0,1,INDIVIDUAL
38212008,40995766,15000,15000.0,15000.0,36 months,9.49,480.43,B,B2,1 year,RENT,69000.0,Verified,2021-01,Current,n,debt_consolidation,13.65,0,2009-04,1,9,10,10464.43,10464.43,5757.25,5757.25,4535.57,1221.68,0.0,0.0,0.0,2022-01,480.43,2022-01,0.0,1,INDIVIDUAL
38212003,40995761,5200,5200.0,5200.0,36 months,12.39,173.69,C,C1,8 years,MORTGAGE,64000.0,Verified,2021-01,Current,n,debt_consolidation,36.88,1,1999-04,1,23,49,3675.35,3675.35,2077.12,2077.12,1524.65,552.47,0.0,0.0,0.0,2022-01,173.69,2022-01,0.0,1,INDIVIDUAL
38211986,40995744,10200,10200.0,10200.0,60 months,23.605601661785407,299.33,F,F4,4 years,MORTGAGE,44000.0,Verified,2021-01,Current,n,debt_consolidation,25.72,0,2001-10,0,8,19,9028.87,9028.87,3563.64,3563.64,1171.13,2392.51,0.0,0.0,0.0,2022-01,299.33,2022-01,0.0,1,INDIVIDUAL
38211956,40995714,25000,25000.0,25000.0,60 months,20.99,676.2,E,E4,< 1 year,RENT,85000.0,Verified,2021-01,Current,n,debt_consolidation,14.94,0,2008-06,0,12,22,21840.56,21840.56,8056.09,8056.09,3159.44,4896.65,0.0,0.0,0.0,2022-01,676.2,2022-01,0.0,1,INDIVIDUAL
38211894,40995651,10000,10000.0,10000.0,36 months,6.99,308.73,A,A3,10+ years,MORTGAGE,73000.0,Verified,2021-01,Current,n,credit_card,31.32,0,1988-10,2,9,20,6896.05,6896.05,3696.99,3696.99,3103.95,593.04,0.0,0.0,0.0,2022-01,308.73,2022-01,0.0,1,INDIVIDUAL
38211891,40995648,30000,30000.0,30000.0,36 months,13.66,1020.39,C,C3,10+ years,OWN,85000.0,Verified,2021-01,Late (31-120 days),n,debt_consolidation,23.7,0,2004-05,0,13,33,22852.57,22852.57,10274.8,10274.8,7147.43,3127.37,0.0,0.0,0.0,2021-11,1136.82,2022-01,0.0,1,INDIVIDUAL
